# x=10.0; z a v_km_s_M10000Msun v_km_s_M100000Msun v_km_s_M1e+06Msun
7.999999999999997272e+03 1.562304711911011732e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.989664771208993443e+03 1.564325416958862276e-03 -1.574710921770836037e-06 -3.392611836635172728e-06 -7.309160630659597215e-06
7.979342892868460694e+03 1.566348735612661238e-03 -1.578786928484346189e-06 -3.401393326895561888e-06 -7.328079777906757237e-06
7.969034347733044342e+03 1.568374671252883122e-03 -1.582873493257540583e-06 -3.410197563805993914e-06 -7.347047931325851497e-06
7.958739118579696878e+03 1.570403227264368946e-03 -1.586970643754726187e-06 -3.419024606967412322e-06 -7.366065219323219955e-06
7.948457188207590661e+03 1.572434407036343374e-03 -1.591078407827896589e-06 -3.427874516385117637e-06 -7.385131771176363246e-06
7.938188539438134285e+03 1.574468213962410814e-03 -1.595196813067192765e-06 -3.436747351500266115e-06 -7.404247714947372738e-06
7.927933155114929832e+03 1.576504651440564743e-03 -1.599325887326924725e-06 -3.445643172323150270e-06 -7.423413179924503000e-06
7.917691018103720126e+03 1.578543722873197892e-03 -1.603465658944946485e-06 -3.454562039905825051e-06 -7.442628297640418905e-06
7.907462111292406917e+03 1.580585431667098136e-03 -1.607616156259100414e-06 -3.463504015300322537e-06 -7.461893199627734503e-06
7.897246417590970850e+03 1.582629781233465399e-03 -1.611777407607240528e-06 -3.472469159558697676e-06 -7.481208017419118903e-06
7.887043919931486016e+03 1.584676774987907539e-03 -1.615949441327212373e-06 -3.481457533732988476e-06 -7.500572882547196322e-06
7.876854601268079023e+03 1.586726416350449668e-03 -1.620132285756861704e-06 -3.490469198875231253e-06 -7.519987926544596056e-06
7.866678444576868060e+03 1.588778708745545651e-03 -1.624325969234042538e-06 -3.499504216037483494e-06 -7.539453280943985520e-06
7.856515432855996551e+03 1.590833655602071810e-03 -1.628530520096597244e-06 -3.508562646271773891e-06 -7.558969077277975378e-06
7.846365549125536745e+03 1.592891260353345578e-03 -1.632745966682379838e-06 -3.517644550630161205e-06 -7.578535447079236431e-06
7.836228776427516095e+03 1.594951526437121377e-03 -1.636972339839382004e-06 -3.526749995572626281e-06 -7.598152533531458141e-06
7.826105097825870871e+03 1.597014457295599073e-03 -1.641209666464768218e-06 -3.535879039047354419e-06 -7.617820461480221665e-06
7.815994496406390681e+03 1.599080056375435472e-03 -1.645457975026774796e-06 -3.545031742387299985e-06 -7.637539363063370660e-06
7.805896955276733934e+03 1.601148327127741283e-03 -1.649717295307178417e-06 -3.554208169755357813e-06 -7.657309376515672455e-06
7.795812457566382363e+03 1.603219273008090655e-03 -1.653987657087755764e-06 -3.563408385314419770e-06 -7.677130640071886755e-06
7.785740986426587369e+03 1.605292897476531377e-03 -1.658269090150292411e-06 -3.572632453227398476e-06 -7.697003291966818158e-06
7.775682525030392753e+03 1.607369203997580966e-03 -1.662561624276562498e-06 -3.581880437657180716e-06 -7.716927470435215358e-06
